review,period,sentiment,ux_category,detail
갤러리에서 사진찾을때 맨 하단에 있는 사진 찾고 싶을때는 손으로 내리기보단 옆에 스크롤 버튼이 있으면 더 편할 것 같아요!,6기,부정,기타,
동영상이 여러개 올라갔음 좋겠어요. ,6기,부정,기타,
스티커 코디에 해바라기랑 병아리랑 탭설정이 바뀐거 같아요 병아리 누르면 해바라기가 뜨고 해바라기 누르면 병아리가 떠요,6기,부정,기타,
네.^^ 동영상도 편집할 수 있으면 좋겠어요.,6기,부정,기타,
사진에 편집시 화살표 누르고 크기 조절이 안되고 손가락두개로 조정해야하네요.저만 그럴까요?ㅜㅠ작게도 하고 싶은데 조절이 잘 안되서 아쉬워요.,6기,부정,기타,
댓글이나 좋아요 해 준 친구 스토리로 바로 넘어갈 수 있는 기능이 있나요? ,6기,부정,기타,
안농하세요 파이 옴망이에요! 아직도 글 수정이 힘들어서 피드백 남겨요! 글을 쓰다가 중간에 글을 채워넣기가 너무 힘들어욤! 그것만 수정하면 잘 애용할슈있지않으까 해요!',6기,부정,기타,
"영상이랑 사진을 같이 올릴때,사진을 꾸미고 오케이하면,꾸민사진이 사라져요ㅠㅠ
",6기,부정,기타,
"사진꾸밀때,그런것도 있으면 좋겠어요.명화 얼굴이라든지 사람행동에 강아지 얼굴/표정 합성할수 있게!! 그면 재미있을것 같아요!",6기,부정,기타,
더 다양하게 꾸미고 핸드폰에 저장되면 좋겠어요,6기,부정,기타,
글 수정이 안되서 아쉬워용🥲,6기,부정,기타,
동영상 편집 기능 같은 것도 있으면 좋을 것 같아요!,6기,부정,기타,
댓글단 친구의 프로필을 클릭하면 바로 그 친구의 페이지에는 갈수 없나요??,6기,부정,기타,
"사진꾸미기 시 글자 확대 및 축소, 회전이 원활하게 되었으면 좋겠어요:)",6기,부정,기타,
"댓글에서 댓글 달아준 상대 프로필을 클릭하면, 상대 피드를 구경할 수 있으면 좋겠습니다🖤",6기,부정,기타,
태그가 사용하기 좀 어려워요!!,6기,부정,기타,
안에 넣는 텍스트 포인트를 조절할 수 있었음 좋겠어요!,6기,부정,기타,
"소통을 하고 싶은데 쉽지가 않아요..(알람이 잘오지 않고, 사진을 보고 바로 댓글을 남기고 싶다, 굳이 사진을 누르고 아래로 내려야 댓글 써야하는게 불편하다)",6기,부정,기타,
테그 고양이 치면 선택이 한칸씩 밀려서 나와요,6기,부정,기타,
유기묘 태그가 안걸려요ㅠㅠㅠ,6기,부정,기타,
최근 사용했던 태그 내역이 뜨면 좋겠어요-! 아직도 스티커 회전이 너무 잘안대요❤️‍🔥,6기,부정,기타,
네❤️,6기,긍정,기타,
댓글 작성이 약간 불편해요.. 게시 버튼이 따로 있으면 좋을것같아오 이모티콘 쓰고 바로 게시가 안되어서요,6기,부정,기타,
"스티커 크기조절이 많이 불편해요 ㅜㅜ!! 
이거 개선 됐으면 좋겠어요",6기,부정,기타,
영상 편집 시간별 편집 기능이 있었음 좋겠습니다,6기,부정,기타,
템플릿에 있는 그림을 좀 옮길 수 있었음 좋겠어요 액자처럼 쓰는거긴한데 ㅠ 사진이 자꾸 가려져서 아쉬워요 🥲🥲 ,6기,부정,기타,
위치 태그 하는 기능도 있음 좋을것 같습니다,6기,부정,기타,
좋아요!,6기,긍정,기타,
스토리 태그 시 태그 입력하면 밑에 같은 내용의 태그가 나오는데 누르면 같은 태그가 아닌 다른태그로 표시 되는 경우가 있어요. 4월에 수정사항이 개선된다고 해서 더 기대하고 있어요. 건강한 한주 보내시길 바랄게요 감사합니다 :),6기,부정,기타,
갤러리에서 사진 찾는게 어려워서 더 쉽게.바뀌았으면 좋겠아요!,6기,부정,기타,
글자색상이 다양했으면 좋겠습니다! 빨간색이 없어서 아쉬웠어요ㅜㅜ,6기,부정,기타,
스티커 크기변경도 좀더 원활하게 되면 좋을것같아요! 손가락 두개를 이용해서 왔다갔다하는데 잘 안되네용ㅠㅠ,6기,부정,기타,
태그할때 글자 수가 제한이 없었으면 좋겠어용,6기,부정,기타,
스티커가 맘처럼 잘 안 움직여요 ㅜㅜㅋㅋㅋ ㅋㅋ,6기,부정,기타,
폰앨범에도 저장되면 좋겠어요~~,6기,부정,기타,
동영상추가 배경음악 추가되면 좋을거같아요👍🏻,6기,부정,기타,
동영상 게시물을 볼때 일반게시물 보듯 사진터치하면 선택이되서 재생이 되면 좋겠습니다 지금은 재생버튼을 눌러야 재생이되는 페이지가 열리고 사진을 터치하면 그냥 사진이뜨는 페이지가 열리더라고요,6기,부정,기타,
없습니다!,6기,긍정,기타,
미션 공지를 한번에 확인하기 어렵네요 ㅠ,6기,부정,기타,
댓글에 있는 사람 누르면 그 사람 홈으로 넘아갈 수 있으면 좋겠어요. 댓글 단 사람에게 쉽게 방문해서 피드백 해주고 싶습니다.,6기,부정,기타,
.,6기,긍정,기타,
스토리 부분을 누르면 게시글의 좋아요와 댓글 수가 바로 보이는 건 좋으나 하얀 글자에 투명 배경이라 알아보기가 너무 힘들어요 🥹,6기,부정,기타,
"좋아요, 댓글이 눈에 띄었으면 좋겠어요 🫰🏻",6기,부정,기타,
텍스트 사이즈를 숫자로 조절할 수 있으면 좋겠습니다,6기,부정,기타,
"사진과 영상을 같이 올릴려고 체크하고,사진만 따로 스티커로 꾸미고 저장하면,다 리셋이 됩니다ㅠㅠ  계속 반복해도ㅜㅠ ",6기,부정,기타,
"사진꾸미기 텍스트 사이즈 조정시 각도가 자꾸 기울여지는데, 모양스티커는 각도 조절이 잘 안되고, 제가 서투른걸까요??🥲",6기,부정,기타,
스몰스 재미있게 잘 사용중잊니다🥰,6기,긍정,기타,
좋아요 혹은 댓글 달아준 친구 피드로 바로 갈 수 있는 기능 원해요,6기,부정,기타,
넵!!^^,6기,긍정,기타,
수정 예정된거 얼른 수정되었으면 합니다!,6기,부정,기타,
🔸템플릿 안에 사진 크기나 위치조정도 가능했으면 좋겠어요. 템플릿이 마음에 드는데 장식이 애얼굴에 걸쳐지거나 할때가 있더라고요. 아니면 기본 템플릿에 있는 스티커 위치를 옮기거나 크기를 조정하면 더 잘 쓸것 같아요,6기,부정,기타,
🔸글씨크기를 포인트로 줄이고 싶어요. ㅜㅠ 조정하기가 조금 힘들때가 있어요.,6기,부정,기타,
"🔸티비속에 있는듯한 템플릿, 찜질방이나 목욕탕 템플릿+용품 스티커",6기,부정,기타,
이모티콘 방향 조절? 각도 조절 하는게 편하게 바로바로 좀 안되는 것 같아요!!,6기,부정,기타,
네!,6기,긍정,기타,
사진 올리기전에 첨부하고 나서 순서 바꿀수 있으면 좋겠습니다^^,6기,긍정,기타,
지금처럼 파이팅!!! 하세영~~~~,6기,긍정,기타,
태그시 다른 단어는 선택후 취소하면 리셋이 되는데 강아지 단어는 세번이상 취소를 눌러야 리셋이 되요,6기,부정,기타,
사진 꾸밀수 있는 스티커랑 배경 더 많이 내주세요 >.<,6기,부정,기타,
스토리 수정기능...이 시급해요..😭,6기,부정,기타,
다양한이모티콘있었으면조ㅗ겠어요ㅠㅠㅠ 사진을 꾸미기가 좀 어려워여ㅠㅠ,6기,부정,기타,
동영상도 꾸밀 수 있었으면..ㅎㅎ,6기,부정,기타,
최근 이용한 태그 바로 사용할 수 있게해즈세욤-!,6기,부정,기타,
이제 적응 해서 다른친구들꺼 보면서 입꼬리 열심히 올라가고있어요~! 템플릿이 조금더 다양했으면 더 신날것 같아요😍,6기,긍정,기타,
태그가 자꾸 오류 떠요ㅜㅠ,6기,부정,기타,
스토리 올리면 인코딩 시간이 조금더 짧았으면 좋겠어요~,6기,부정,기타,
동영상 올릴때 가로영상이 잘려서 올라가는 현상은 원래 그런건지 잘못올려서그런건지 알고 싶어요~(가로영상도 그비율그대로 올라갔으면 좋겠어요),6기,부정,기타,
오늘도 즐거운 하루보내세요~ 늘 스몰스 덕분에 즐거워요 감사합니다 :),6기,긍정,기타,
스토리에서 글을 클릭 한 후 다른 스토리를 보려면 창늘 아예 나가야 하는데 스크롤 위아래로 움직이면서 쉽게 다른 글로 넘어가는 기능이 생기면 좋을 것 같아요 💛,6기,부정,기타,
넵~!,6기,긍정,기타,
스토리 올린글도 수정을 할수있었으면 좋겠어욤!!,6기,부정,기타,
넵,6기,긍정,기타,
넵,6기,긍정,기타,
태그 입력시 안되는것도 있어서 자유롭게 입력 가능했으면 좋겠어요😊,6기,부정,기타,
사진 순서 수정가능하면  좋겠어요,6기,부정,기타,
장소태그는 안되나요?,6기,부정,기타,
감사합니다,6기,긍정,기타,
태그할때 글자 수 제한이 없어지면 좋겠어요,6기,부정,기타,
네,6기,긍정,기타,
없습니다! 감사합니다 :),6기,긍정,기타,
❤️,6기,긍정,기타,
넵,6기,긍정,기타,
"사진두개 연속으로 올려두고 둘다 꾸미기 할때 텍스트를 한장에 입력하고 다음장 넘겨 다른텍스트를 쓰고싶은데 텍스트 추가가 안되요 ㅠ 그래서 일단 완료를 누르고 꾸미기 모드를 나간다음 다시 들어와서 
나머지 사진 텍스트를 입력하고 있는데 저만 이런 증상인건지 확인한번 해주세요!!",6기,부정,기타,
스티커 종류가 많아져서 좋아요!,6기,긍정,기타,
없음,6기,긍정,기타,
네,6기,긍정,기타,
글씨체가 더 다양하게 있음 좋을거같아요^^,6기,부정,기타,
동영상 길이 편집이 가능했으면 좋겠습니다,6기,부정,기타,
저작권 문제로 음악 삽입이 어려울거같긴한데 음악 넣는것도 가능하면 좋을거같아요,6기,부정,기타,
텍스트의 색깔이 좀 다 다양하면 좋을것같습니다,6기,부정,기타,
영상도 꾸밀수 있으면 좋겠어요,6기,부정,기타,
"댓글남겨주신분들 답방갈수있게 닉네임 누르면 이동할수있게 해주세요
",6기,부정,기타,
동영상 길이 및 텍스트나 스티커 추가 편집 기능,6기,부정,기타,
동영상을 1개 이상 업로드할 수 있으면 좋겠어요!!,6기,부정,기타,
"사용할 수 없는 문자가 포함되었다며 오류가 발생했는데, 욕설을 사용하지 않았어서 어떤 문자인지 한참을 수정했네요ㅠ 사용할 수 없는 문자가 뭔지 바로 알 수 있게끔 알림과 함께 떴으면 좋았을 것 같아요!",6기,부정,기타,
스티커와 텍스트 글자 크기 조절과 회전이 쉽게 잘 되었으면 좋겠어요 !,6기,부정,기타,
폰에 저장가능,6기,부정,기타,
"스티커 회전이 너무 잘 안대여,,,🥹🥹",6기,부정,기타,
내용수정이랑 움식과일사진이 아닌 하트이모티콘이나 다양한이모티콘추가해줬으면 좋겠어요!!,6기,부정,기타,
긴글쓰다보니 500자는 터무니없이 적어서... 하고싶은말을 다못했어요..ㅎㅎ,6기,부정,기타,
업로드한 사진과 영상이 스몰스로 꾸며진 버전으로 다운로드되면 좋겠어요~~~!,6기,부정,기타,
댓글 단 친구 누르면 프로필 들어갈수 있으면 좋겠어요😊,6기,부정,기타,
스토리 수정가능해졌으면 좋겠어요~,6기,부정,기타,
나만의 템플릿만들기 할수있으면 좋겠어요(원하는데로 꾸미기) 반려동물 얼굴이나 모습을 스티커로 만들어 사용할수있으면 좋을거같아요~스몰스 화이팅~늘 감사합니다 :),6기,부정,기타,
댓글 달아준 친구 닉선택하면 바로 스토리 연결됬으면 좋겠어요.,6기,부정,기타,
추천해요나 꿀팁 부분도 선택되었으면 좋겠어요.,6기,부정,기타,
텍스트 작성시  다양한 자막 폼이나 글 서식이 있으면 좋겠어요.,6기,부정,기타,
"사진과 영상을 선택하고 꾸미고난뒤 , 사진한장을 더 추가하고 싶어서 추가시,미리 꾸민사진이 다 사라져요 ㅠㅠ",6기,부정,기타,
댓글에서 사용자 다이어리로 넘어갈 수 있게 하는것,6기,부정,기타,
동영상 썸네일을 선택할 수 있으면 좋겠습니다!,6기,부정,기타,
"반짝반짝 효과에 스티커나 스팡클 같은 것도 있었으면 좋겠어요 눈옆에 초롱초롱 하다 표시하고 싶아요! 그리고 빠직, 느낌표, 물음표 같은 것이 감정표현스티커에 들어가면 좋을 것 같아요!",6기,부정,기타,
글 쓴 다음에도 수정이 되면 좋겠어요,6기,부정,기타,
수정기능은 언제쯤 될까요?,6기,부정,기타,
위치 태그 기능이 있으면 산책길 소개도 되고 병원소대도 되고 좋을것같아요,6기,부정,기타,
스티커에 강아지 이모티콘 같은것이 있었으면 좋겠어요! 또 기분을 나타내는 말풍선 스티커도 있었으면 더 좋을꺼같아욤!,6기,부정,기타,
스티커 회전이 불편해요 ㅠㅜ,6기,부정,기타,
스티커가 더 추가되면 좋겠어요 ! 폰트도요!,6기,부정,기타,
아직 친구들과의 소통이 뭔가 어려운 것 같아요 왔다갔다 왕복소통이 얼른 가능하면 좋겠어요 (프로필 누르면 상대방 꺼 보기),6기,부정,기타,
올린 게시글 수정하기 기능!,6기,부정,기타,
가끔 인코딩 되다가 스토리가 올라가지 않고 없어질때가 있어요(스토리 인코딩오류 아이폰12프로),6기,부정,기타,
달력형식으로 전체적으로 간단하게 기록을 볼 수 있는 페이지가 있었으면 좋겠어요~,6기,부정,기타,
더 귀여운 템플릿이랑 스티커가 나왔으면 좋겠어요~: ),6기,부정,기타,
태그 까먹고 업로드하는 경우 꽤 많아서 ㅠ 수정기능이요 ㅎㅎ,6기,부정,기타,
알림창에 댓글이나 좋아요 단 친구들 피드로 바로 넘어가서 소통이 자유롭고 쉬웠으면 좋겠어요!,6기,부정,기타,
글꼴과 말풍선의 다양성,6기,부정,기타,
미션에 관련된 건데요 두가지 중에 하나를 선택해서 하는 건 어떨까요? 다양하게 아이디어가 나올 것 같기도 해서요,6기,부정,기타,
텍스트 추가할 때 자동 수평 조절이 됐으면 좋겠어요!,6기,부정,기타,
동영상에 음악넣기가됐음좋겠아용  ,6기,부정,기타,
폰에 저장이 되면 좋겠어요,6기,부정,기타,
반려동물 피드 볼 때에 스크롤으로 다른 피드로 넘어갈 수 있으면 편할 것 같아요. 뒤로 버튼으로 가서 보는거 말구요.,6기,부정,기타,
스티커 더 많이 내주세요 >.<,6기,부정,기타,
최근에 쓴 태그를 바로 쓸 수 있는 기능이 추가 되었으면 좋겠어요-!,6기,부정,기타,
감정 스티커에 말풍선으로 ”서운해“ ”고마워“ ”삐짐“ 등 이런거 있음 귀여울거 같아요,6기,부정,기타,
내용글 수정되었으면 젛겠어요ㅠㅠㅠ,6기,부정,기타,
이모티콘같은 기능많이 있었으면 좋겠어요!,6기,부정,기타,
임시저장을 갯수가 좀 더 있었음 좋겠습니다,6기,부정,기타,
영상올릴때 음소거 기능같은건 없을까요?아님 볼륨 줄이기 같은거요,6기,부정,기타,
다양한 알파벳 스티커가 나왔으면 좋겠어요!^^,6기,부정,기타,
스몰스만의 사진 정리 하는 곳이 있었으면 좋겠어요!,6기,부정,기타,
친구들과 소통할 수 있는 부분이 활성화 되었으면 좋겠어요 아직까진 그냥 내꺼만 올리고 최신글 몇개 보는게 다라서 쌍방 소통 가능하게끔 하면 더 자주 사용할 것 같아요 ◡̈ ,6기,부정,기타,
스토리 수정/사진추가,6기,부정,기타,
동영상편집,6기,부정,기타,
스티커 색이 쨍해서 사진과 따로 노는 느낌일 때가 있어요.스티커의 투명도도 설정됬으면. ..,6기,부정,기타,
두둥등장템플릿 집중포지션 위치 수정되면 좋겠어요.,6기,부정,기타,
"인생네컷, 학교(칠판 ,강의느낌 템플릿),홈쇼핑 템플릿",6기,부정,기타,
사용하다보니...앱을 꼭 써야하는 목적이 조금 알기 힘들어졌어요. 단순 스토리 공유에서 그칠것 같은 기분도 들고 실제로 제가 일상속에서 여기서 소통을 더 원활히 하고파도 손이 많이 안가는데 그게 여기에 지인들 유입이 어려워서가 아닌가 생각도 들어요,6기,부정,기타,
인스타처럼 필터적용되는 카메라기능이 있으면 좋겠어요!,6기,부정,기타,
스티커 회전을 어떻게 하는지 모르겠어요ㅠㅠ,6기,부정,기타,
간결한 템플릿이 더 많이 생겼으면 좋겠어용 :),6기,부정,기타,
"7차 피드백 질문 : 반려동물 친구들의 사진, 동영상을 많이 촬영하고 스마트폰에 보관 중이실 텐데요,
보호자 여러분 스마트폰에 보관되어 있는 반려동물 친구들의 사진과 영상을 스몰스가 어떤 식으로 도움을 드려야 할지 스꾸친 분들의 소중한 의견 부탁드립니다!
(뭐든지 다 가능합니다! 다양하고 많은 의견 주시면 감사하겠습니다!)",,,기타,
월별로 묶을 수 있다면 좋을것같아요-!!,6기,부정,기타,
스몰스 유료 구독 가입 시 구글포토 무료 드라이브 용량 지급..?,6기,부정,기타,
 적립 포인트 같은건 어떨까요,6기,부정,기타,
저는 지금 해주고 계신 스마트앨범으로 충분히 만족합니당!ㅋㅋ,6기,긍정,기타,
스몰스에 올렸던 사진과 영상을 갤러리에 따로 저장해주는 기능요. 인스타그램처럼..!! ,6기,부정,기타,
"장르별, 계절별 등 구분해서 스마트앨범을 사용하는것도 좋을거같아요~동영상도 편집해서 다양하게 꾸며서 스토리에 올릴수있으면 좋겠어여~늘 멋진 스몰스 응원해요 :)",6기,부정,기타,
"사진 추가시, 내 디바이스,스마트앨범 외, 인스타처럼 즐겨찾는 항목의 그런 부분이 있었으면 좋겠어요. 저 같은 경우는 올릴 사진을 즐겨찾는 항목의 좋아요누르고,즐겨찾는 항목을 선택하고 사진을 올리는데,스몰스는 그런 부분이 없어, 좀 불편했어요",6기,부정,기타,
파일올리면 날짜별로 알아서 나눠지는건 어떨까요?🥹,6기,부정,기타,
"폴더 만들어 따로 구분할수 있게
인식되서 자동구분되면 좋겠어요.",6기,부정,기타,
일자별로 구분해서 보여졌음 좋겠어요,6기,부정,기타,
편집이 용이했음 좋겠습니다 찍어둔 영상이 길어서 편집하는데 시간이 좀 걸리네요,6기,부정,기타,
계절별로 나뉠 수 있게 하면 좋을 거 같아요 🍏💗💗,6기,부정,기타,
드라이브 형식으로 보관할수있는 기능이요!,6기,부정,기타,
사진을 올려도 다른 사람들과 소통이 되는 느낌이 아니라 올리는 의미가 좀 없는 것 같아요(그냥 자기만족?) 뭔가 내가 왜 이거를 사용해야하는지 딱 무언가 이유가 있으면 좋겠는데 말로 풀자고하니 어렵네요🤣,6기,부정,기타,
일기장 형태로 분류 되면 추억을 회상하는데 좋을거 같아요~ 그래서 나중에 일기장도 책같은 형태로 살수 있게끔도 하구요!,6기,부정,기타,
잦은 오류 개선이 필요할것 같아요,5기 설문,부정,앱 성능/안정성,오류 개선
애견동반 장소에 대한 정보가 추가되어도 좋을것같아요!,5기 설문,부정,기타,기능 추가 (애견 동반장소 정보)
가끔 에러가 있는데 그 에러 문제만 해결된다면 좋을듯,5기 설문,부정,앱 성능/안정성,오류 개선
12주동안 체험해 보면서 너무 재미있게 사용했습니다! 나의 피드에 댓글을 달아주거나 좋아요 누른 사람의 피드로 바로 넘어가거나 하는 빠른 소통 방법이 있었으면 하는 바램이 있었습니다! 그 외에는 꾸준히 업데이트가 되고 있는 스티커 탬플릿이 재미있고 흥미로웠어요^^,5기 설문,부정,소통 기능 부족,유저 인터렉션 기능
"아직은 오류가 많고, 스티커나 레이아웃이 심플하기보단 캐릭터성이 짙어 호불호가 있을 것 같다.",5기 설문,부정,앱 성능/안정성,오류 개선
겔러리 꾸미기가 좀 더 디테일하게 사용가능하고 꾸미기 기능이 다양했으면 함. 다양하고 정확한 정보공유(지역별 정보) 제품판매도 가능하면 좋을거같음. ,5기 설문,부정,꾸미기 기능 부족,"꾸미기 기능, 기능 추가 (지역정보 공유, 제품판매)"
"더 많은 꾸미기 기능, 동영상 꾸미기 기능",5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
반려동물 사진첩을 앨범으로 만들어 받아보는 서비스,5기 설문,부정,기타,기능 추가 (사진을 실물 앨범으로 만드는 서비스)
"스몰스를 키면 맨날 첫번째 화면부터
앱버전업데이트& 점검을 매번 하는데
사실 성격이 급하다보니.. 이런걸 잘 못기다리겠어요 ㅠ
반대로 인스타는 키면 몇초도 안걸려서
뉴스피드랑 디엠창으로 넘어갈수있기때문에
인스타를 주로 하게되는거 같아요",5기 설문,부정,앱 성능/안정성,앱 속도 개선
"댓글창에서 사용자 이름이나 플필사진을 누르면 그 사람 프로필로 바로 이동됐으면 합니다.
현재 댓글이나 게시물 글자수 제한이 있는게 상당히 불편합니다.",5기 설문,부정,기록 경험 불편,"유저 인터렉션 기능, 댓글 기능, 게시물 작성 기능"
"앱의 속도, ",5기 설문,부정,앱 성능/안정성,앱 속도 개선
텍스트 자동 엔터 삭제 해쥬세요ㅜ 글자색도 다양했으면 좋겠어용,5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
앱에 오류가 적어야함,5기 설문,부정,꾸미기 기능 부족,"오류 개선, 꾸미기 기능"
꾸미기 오류 개선이 아직 더 필요할 것 같아요..!,5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
공유 기능이 다양했으면 좋겠습니다 😀,5기 설문,부정,소통 기능 부족,유저 인터렉션 기능
"많은 기능이 탑재되면 좋을 것 같다(동반장소 검색, 정보 공유 등)",5기 설문,부정,소통 기능 부족,"기능 추가 (정보 공유, 동반 장소 검색)"
오류수정,5기 설문,부정,앱 성능/안정성,오류 개선
"일단 스몰스를 이용하는 유저가 많으면 좋을거 같아요!누가 나를 팔로우 하거나 사진에 좋아요 댓글 등을 누르면 그 유저의 스토리에 바로 접근할수있으면 좋겠어요
더 빠르고 많은 소통이 가능할거같아요!
고양이와 며칠째 이런 디데이 기능도 좀 더 잘볼수있는곳에 있으면 좋을거같아요! 
앞으로도 유저들의 의견 잘들어주시고 반영해주시면 많은 유저들이 생길거같아요! 
그동안 너무 감사했어요 좋은추억이었습니다 🥰♥️",5기 설문,부정,소통 기능 부족,"유저 인터렉션 기능, 기능 추가 (캘린더&디데이기능)"
사용하면서 불편했던점이 없긴한데 ! 굳이 하나를 만들자면 다른 어플들에 비해서는 오류가 잦은편 ..?! 인것 같아요 ㅎㅎ ,5기 설문,부정,앱 성능/안정성,오류 개선
오류 개선이 가장 급한 것 같아요 기존에 다른 어플을 사용할 때도 제대로 작동이 안 되면 손이 잘 안가더라구요,5기 설문,부정,앱 성능/안정성,오류 개선
꾸미기 기능에 더 중점을 두고 유행하는 밈이 더 생기면 좋을거같아용 스몰스 화이팅입니당! 💓 그동안 감사했습니다. 스몰스의 영원한 스꾸친이 될게요 자주 앱 이용하겟습니다,5기 설문,부정,꾸미기 기능 부족,꾸미기 기능 (밈 관련)
" UI, 속도 등 앱 성능 개선",5기 설문,부정,앱 성능/안정성,"오류 개선, 앱 속도 개선, UIUX"
"스몰스만의 귀엽고 개성있는 템플릿이 더 특성화되면 좋을것같아요❤️(스몰스 로고 박힌)
편집에 약한 보호자를 위해 사진만 넣으면 알아서 귀여운 사진으로 되는 템플릿(카툰컷 버전, 인형뽑기버전, 경생네컷 버전, 시즌별 등등)이 더 많아지면 좋을것같아요>.<
그 사진으로 인스타나 다른 sns에서 공유도 하면 더 인지도 높아지고 좋을것같아요!",5기 설문,부정,꾸미기 기능 부족,꾸미기 기능
좀 더 심플하게 바뀌면 좋을 것 같아요. ,5기 설문,부정,앱 성능/안정성,UIUX
로딩? 시간이빨랐으면좋겠어요!,5기 설문,부정,앱 성능/안정성,앱 속도 개선
일단 수정기능이 없어서 너무 불편해요,5기 설문,부정,기록 경험 불편,게시물 작성 기능
"스몰스 어플 내에서 아이들 관련한 내용을 기록하고 알람으로 알려준다면 좋을 것 같아요
예를 들어 아이 접종일을 기록하고 1년이 지나면 알려 준다거나 화장실 전체갈이를 언제했고 언제 또 하라고 알려주거나 목욕날짜 기록 등등 아이들 관련한 내용을 기록하고 쉽게 볼 수 있으면 좋을 것 같아요
혹시 몸무게 기록하고 변화를 체크하도록 해서 아이들의 성장을 기록 하고 건강도 체크 할 수 있는 정보도 제공해 주면 좋을 것 같아요",5기 설문,부정,기타,"기능 추가 (캘린더, 알람, 건강기록)"
